"Nomor Registrasi","Nama Produk","Komposisi","Bentuk Sediaan","Kemasan","Pendaftar","Perusahaan","Negara_Asal","Tanggal Terbit","Masa Berlaku s/d","Status","Kategori_Obat","Golongan_Obat","Asal_Obat","Jumlah_Zat_Aktif","Durasi_Registrasi_Tahun","Sudah_Kedaluwarsa","Sisa_Hari_Berlaku","List_Zat_Aktif","Jumlah_Varian_Kemasan","Komposisi_Normalized","drug_category","all_drug_categories","raw_mapped_categories","unsupported_drug_categories","drug_category_match_status","drug_category_is_supported","drug_category_source"
"DTL9803602637A1","NUSADRYL","DIPHENHYDRAMINE HYDROCHLORIDE. AMMONIUM CHLORIDE","SIRUP; 12,5 MG /100  MG","DUS, 1 BOTOL PLASTIK @ 60 ML","CANDRA NUSANTARA JAYA - Indonesia","CANDRA NUSANTARA JAYA","Indonesia","2024-09-17","2029-09-17","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","5.0","False","1218","['DIPHENHYDRAMINE HYDROCHLORIDE. AMMONIUM CHLORIDE']","1","DIPHENHYDRAMINE HYDROCHLORIDE. AMMONIUM CHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI2363501443A1","NUSAGARD","HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN","SUSPENSI INJEKSI","DUS, 1 VIAL @ 0,5 ML ;; DUS, 10 VIAL @ 0,5 ML","BIO FARMA - Indonesia","BIO FARMA","Indonesia","2023-05-17","2028-05-17","Berlaku","Obat Keras - Impor","Obat Keras","Impor","4","5.0","False","730","['HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN', 'HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN', 'HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN', 'HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN']","2","HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI2363602643A1","NUSAGARD","HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN","INJEKSI; 20 MCG /40 MCG /40 MCG /20 MCG","DUS, 1 VIAL @ 0,5 ML ;; DUS, 10 VIAL @ 0,5 ML","BIO FARMA - Indonesia","BIO FARMA","Indonesia","2023-07-19","2028-05-17","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","4.8","False","730","['HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN']","2","HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN. HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL2143009010A1","NUSOTER","KOMBINASI-MISOPROSTOL DISPERSION HPMC","TABLET","DUS, 3 STRIP @ 10 TABLET","NULAB PHARMACEUTICAL INDONESIA - Indonesia","NULAB PHARMACEUTICAL INDONESIA","Indonesia","2025-12-28","2030-12-28","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1685","['MISOPROSTOL DISPERSION HPMC']","1","MISOPROSTOL DISPERSION HPMC","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DBL0103603937A1","NUTRANAK","GUAIFENESIN","SIRUP","DUS, 1 BOTOL @ 100 ML","CANDRA NUSANTARA JAYA - Indonesia","CANDRA NUSANTARA JAYA","Indonesia","2026-04-27","2031-04-27","Berlaku","Obat Bebas - Lokal","Obat Bebas","Lokal/Lainnya","1","5.0","False","1805","['GUAIFENESIN']","1","GUAIFENESIN","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL2018218410A1","NUZARTAN","KOMBINASI-TELMISARTAN GRANULE","TABLET","DUS, 4 BLISTER @ 7 TABLET ;; DRUM, 40000 - 500000 TABLET","NUFARINDO - Indonesia","NUFARINDO","Indonesia","2024-12-31","2027-06-02","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","2.4","False","380","['TELMISARTAN GRANULE']","2","TELMISARTAN GRANULE","ace_arb","ace_arb","ace_arb","","matched_supported","1","drug_name_complete_category_lookup.csv"
"GKL2616112833A1","NYSTATIN","NYSTATIN","SUSPENSI","DUS, 1 BOTOL @ 12 ML","METISKA FARMA  - Indonesia","METISKA FARMA","Indonesia","2026-03-29","2031-03-29","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1776","['NYSTATIN']","1","NYSTATIN","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL0921636838A1","NYTEX","ACETYLCYSTEINE","SIRUP KERING","DUS, 1 BOTOL @ 75 ML","PHAROS INDONESIA - Indonesia","PHAROS INDONESIA","Indonesia","2026-04-24","2031-04-24","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","5.0","False","1802","['ACETYLCYSTEINE']","1","ACETYLCYSTEINE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL1904135137A1","OB COMBI ANAK BATUK PILEK","CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | PSEUDOEPHEDRINE HYDROCHLORIDE","SIRUP","DUS, 1 BOTOL @ 60 ML","COMBIPHAR - Indonesia","COMBIPHAR","Indonesia","2025-02-17","2027-01-24","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","3","1.9","False","251","['CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'PSEUDOEPHEDRINE HYDROCHLORIDE']","1","CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | PSEUDOEPHEDRINE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL1904134737A1","OB COMBI ANTITUSSIVE","DEXTROMETHORPHAN HYDROBROMIDE | DIPHENHYDRAMINE HYDROCHLORIDE","SIRUP","DUS, 1 BOTOL PLASTIK @ 60 ML","COMBIPHAR - Indonesia","COMBIPHAR","Indonesia","2026-01-23","2031-01-23","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","2","5.0","False","1711","['DEXTROMETHORPHAN HYDROBROMIDE', 'DIPHENHYDRAMINE HYDROCHLORIDE']","1","DEXTROMETHORPHAN HYDROBROMIDE | DIPHENHYDRAMINE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL8304104337A1","OB COMBI BATUK PILEK","DIPHENHYDRAMINE HYDROCHLORIDE. PHENYLEPHRINE HYDROCHLORIDE. AMMONIUM CHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE","SIRUP; 5.00 MG /5.00 MG /62.50 MG /7.50 MG","DUS, 1 BOTOL @ 60 ML","COMBIPHAR - Indonesia","COMBIPHAR","Indonesia","2020-12-17","2024-11-22","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","3.9","True","-542","['DIPHENHYDRAMINE HYDROCHLORIDE. PHENYLEPHRINE HYDROCHLORIDE. AMMONIUM CHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE']","1","DIPHENHYDRAMINE HYDROCHLORIDE. PHENYLEPHRINE HYDROCHLORIDE. AMMONIUM CHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL2015208537A1","OBAT BATUK 8 DEWA","AMMONIUM CHLORIDE | GUAIFENESIN | SUCCUS LIQUIRITIAE","SIRUP","DUS, 1 BOTOL PLASTIK @ 60 ML","MEGA ESA FARMA - Indonesia","MEGA ESA FARMA","Indonesia","2026-01-15","2030-12-17","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","3","4.9","False","1674","['AMMONIUM CHLORIDE', 'GUAIFENESIN', 'SUCCUS LIQUIRITIAE']","1","AMMONIUM CHLORIDE | GUAIFENESIN | SUCCUS LIQUIRITIAE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DBL9910903937A1","OBAT BATUK PEPERMINT","AMMONIUM CHLORIDE","SIRUP","BOTOL @ 100 ML","PERUSAHAAN DAGANG DAN INDUSTRIE ITRASAL - Indonesia","PERUSAHAAN DAGANG DAN INDUSTRIE ITRASAL","Indonesia","2025-06-12","2030-06-12","Berlaku","Obat Bebas - Lokal","Obat Bebas","Lokal/Lainnya","1","5.0","False","1486","['AMMONIUM CHLORIDE']","1","AMMONIUM CHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL7815205823A1","OBAT CACING 8 DEWA","PIPERAZINE PHOSPHATE","SERBUK","DUS, 100 SACHET @ 535 MG","MEGA ESA FARMA - Indonesia","MEGA ESA FARMA","Indonesia","2025-07-09","2027-12-31","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","2.5","False","592","['PIPERAZINE PHOSPHATE']","1","PIPERAZINE PHOSPHATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DBL2003400723A1","OBAT SAKIT KEPALA CAP PEDANG","ACETYLSALICYLIC ACID. PARACETAMOL. CAFFEINE","SERBUK; 400 MG /250 MG /50 MG","DUS, 100 SACHET @ 1.000 MG","BROMO PHARMACEUTICAL INDUSTRIES - Indonesia","BROMO PHARMACEUTICAL INDUSTRIES","Indonesia","2020-06-22","2025-06-22","Berlaku","Obat Bebas - Lokal","Obat Bebas","Lokal/Lainnya","1","5.0","True","-330","['ACETYLSALICYLIC ACID. PARACETAMOL. CAFFEINE']","1","ACETYLSALICYLIC ACID. PARACETAMOL. CAFFEINE","nsaid","nsaid","nsaid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DTL2004703023A1","OBAT SAKIT KEPALA U55 EXTRA","PARACETAMOL. IBUPROFEN. CAFFEINE","SERBUK; 350 MG /200 MG /50 MG","DUS, 100 SACHET @ 900 MG","DEGEPHARM - Indonesia","DEGEPHARM","Indonesia","2021-11-17","2026-11-17","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","5.0","False","183","['PARACETAMOL. IBUPROFEN. CAFFEINE']","1","PARACETAMOL. IBUPROFEN. CAFFEINE","nsaid","nsaid","nsaid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DBL1704702923A1","OBAT SAKIT KEPALA UI","ACETYLSALICYLIC ACID. CAFFEINE. PARACETAMOL","SERBUK; 250 MG /50 MG /400 MG","DUS, 100 SACHET @ 1 GRAM","DEGEPHARM - Indonesia","DEGEPHARM","Indonesia","2022-11-01","2027-11-01","Berlaku","Obat Bebas - Lokal","Obat Bebas","Lokal/Lainnya","1","5.0","False","532","['ACETYLSALICYLIC ACID. CAFFEINE. PARACETAMOL']","1","ACETYLSALICYLIC ACID. CAFFEINE. PARACETAMOL","nsaid","nsaid","nsaid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"GKL1431904743A1","OBAT SUNTIK KB II","ESTRADIOL CIPIONATE | MEDROXYPROGESTERONE ACETATE","SUSPENSI INJEKSI","DUS, 20 VIAL @ 0,5 ML ;; DUS, 4 BLISTER @ 5 VIAL @ 0,5 ML","TRIYASA NAGAMAS FARMA - Indonesia","TRIYASA NAGAMAS FARMA","Indonesia","2020-03-13","2025-03-13","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","2","5.0","True","-431","['ESTRADIOL CIPIONATE', 'MEDROXYPROGESTERONE ACETATE']","2","ESTRADIOL CIPIONATE | MEDROXYPROGESTERONE ACETATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1413319201A1","OBESLIM","KOMBINASI-ORLISTAT PELLETS 50 W/W","KAPSUL","DUS, 3 BLISTER @ 10 KAPSUL","LAPI LABORATORIES - Indonesia","LAPI LABORATORIES","Indonesia","2025-06-03","2030-06-03","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1477","['ORLISTAT PELLETS 50 W/W']","1","ORLISTAT PELLETS 50 W/W","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"LKE18209010","OBH","SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL","SIRUP; 150 MG /50 MG /5 MG /2 MG /65 MG","DUS, 1 BOTOL @ 100 ML","INDOFARMA - Indonesia","INDOFARMA","Indonesia","2023-10-04","2028-04-18","Berlaku (Khusus Ekspor)","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","1","4.5","False","701","['SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL']","1","SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DBL0410806837A1","OBH BERLICO (RASA JERUK NIPIS)","SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE","SIRUP; 166,67 MG /100 MG","DUS, 1 BOTOL PLASTIK @ 100 ML","BERLICO MULIA FARMA - Indonesia","BERLICO MULIA FARMA","Indonesia","2021-06-29","2026-06-29","Berlaku","Obat Bebas - Lokal","Obat Bebas","Lokal/Lainnya","1","5.0","False","42","['SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE']","1","SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL0904131137A1","OBH COMBI ANAK BATUK PLUS FLU RASA APEL","SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PARACETAMOL. CHLORPHENAMINE MALEATE. PSEUDOEPHEDRINE HYDROCHLORIDE","SIRUP; 100.00 MG /50.00 MG /120.00 MG /1.00 MG /7.50 MG","DUS, 1 BOTOL PLASTIK @ 60 ML","COMBIPHAR - Indonesia","COMBIPHAR","Indonesia","2023-10-12","2025-08-23","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","1.9","True","-268","['SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PARACETAMOL. CHLORPHENAMINE MALEATE. PSEUDOEPHEDRINE HYDROCHLORIDE']","1","SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PARACETAMOL. CHLORPHENAMINE MALEATE. PSEUDOEPHEDRINE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL1004132037A1","OBH COMBI BATUK + FLU RASA JAHE","SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL. PSEUDOEPHEDRINE HYDROCHLORIDE","SIRUP; 167 MG /50 MG /1 MG /150 MG /10 MG","DUS, 1 BOTOL PLASTIK @ 60 ML ;; DUS, 1 BOTOL PLASTIK @ 100 ML","COMBIPHAR - Indonesia","COMBIPHAR","Indonesia","2024-10-07","2029-10-07","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","5.0","False","1238","['SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL. PSEUDOEPHEDRINE HYDROCHLORIDE']","2","SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL. PSEUDOEPHEDRINE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL0504129337A1","OBH COMBI BATUK + FLU RASA MADU","SUCCUS LIQUIRITIAE. PARACETAMOL. AMMONIUM CHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE","SIRUP; 167 MG /150 MG /50 MG /10 MG /1 mg","DUS, 1 BOTOL PLASTIK @ 60 ML ;; DUS, 1 BOTOL PLASTIK @ 100 ML","COMBIPHAR - Indonesia","COMBIPHAR","Indonesia","2022-03-25","2027-03-25","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","5.0","False","311","['SUCCUS LIQUIRITIAE. PARACETAMOL. AMMONIUM CHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE']","2","SUCCUS LIQUIRITIAE. PARACETAMOL. AMMONIUM CHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL9804123737B1","OBH COMBI BATUK + FLU RASA MENTHOL","AMMONIUM CHLORIDE | CHLORPHENAMINE MALEATE | PARACETAMOL | PSEUDOEPHEDRINE HYDROCHLORIDE | SUCCUS LIQUIRITIAE","SIRUP","DUS, 1 BOTOL PLASTIK @ 60 ML ;; DUS, 1 BOTOL PLASTIK @ 100 ML","COMBIPHAR - Indonesia","COMBIPHAR","Indonesia","2026-04-16","2031-04-16","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","5","5.0","False","1794","['AMMONIUM CHLORIDE', 'CHLORPHENAMINE MALEATE', 'PARACETAMOL', 'PSEUDOEPHEDRINE HYDROCHLORIDE', 'SUCCUS LIQUIRITIAE']","2","AMMONIUM CHLORIDE | CHLORPHENAMINE MALEATE | PARACETAMOL | PSEUDOEPHEDRINE HYDROCHLORIDE | SUCCUS LIQUIRITIAE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL0209316637A1","OBH DRYL","AMMONIUM CHLORIDE | DIPHENHYDRAMINE HYDROCHLORIDE | SUCCUS LIQUIRITIAE","SIRUP","DUS, 1 BOTOL @ 100 ML","IKAPHARMINDO PUTRAMAS Tbk. - Indonesia","IKAPHARMINDO PUTRAMAS Tbk.","Indonesia","2025-01-16","2027-12-31","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","3","3.0","False","592","['AMMONIUM CHLORIDE', 'DIPHENHYDRAMINE HYDROCHLORIDE', 'SUCCUS LIQUIRITIAE']","1","AMMONIUM CHLORIDE | DIPHENHYDRAMINE HYDROCHLORIDE | SUCCUS LIQUIRITIAE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL0710905537A1","OBH ITRA","AMMONIUM CHLORIDE | BROMHEXINE HYDROCHLORIDE | DIPHENHYDRAMINE HYDROCHLORIDE | GUAIFENESIN | SUCCUS LIQUIRITIAE","SIRUP","DUS, BOTOL @ 60 ML ;; DUS, 1 BOTOL @ 120 ML","PERUSAHAAN DAGANG DAN INDUSTRIE ITRASAL - Indonesia","PERUSAHAAN DAGANG DAN INDUSTRIE ITRASAL","Indonesia","2024-09-01","2028-11-22","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","5","4.2","False","919","['AMMONIUM CHLORIDE', 'BROMHEXINE HYDROCHLORIDE', 'DIPHENHYDRAMINE HYDROCHLORIDE', 'GUAIFENESIN', 'SUCCUS LIQUIRITIAE']","2","AMMONIUM CHLORIDE | BROMHEXINE HYDROCHLORIDE | DIPHENHYDRAMINE HYDROCHLORIDE | GUAIFENESIN | SUCCUS LIQUIRITIAE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL0403604137A1","OBH NUTRA","SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. CHLORPHENAMINE MALEATE","SIRUP; 167 MG /50  MG /2 MG","DUS, BOTOL @ 100 ML","CANDRA NUSANTARA JAYA - Indonesia","CANDRA NUSANTARA JAYA","Indonesia","2021-07-29","2026-07-26","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","5.0","False","69","['SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. CHLORPHENAMINE MALEATE']","1","SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. CHLORPHENAMINE MALEATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"LKE15209005","OBH PLUS","PARACETAMOL. CHLORPHENAMINE MALEATE. AMMONIUM CHLORIDE. SUCCUS LIQUIRITIAE. EPHEDRINE HYDROCHLORIDE","SIRUP","DUS, 1 BOTOL PLASTIK @ 100 ML","INDOFARMA - Indonesia","INDOFARMA","Indonesia","2024-11-01","2029-11-01","Berlaku","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","0","5.0","False","1263","[]","1","PARACETAMOL. CHLORPHENAMINE MALEATE. AMMONIUM CHLORIDE. SUCCUS LIQUIRITIAE. EPHEDRINE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL0526008837A1","OBH TROPICA EXTRA ANAK-ANAK RASA JERUK","SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE","SIRUP; 150 MG /75 MG /7.5 MG /1 MG","DUS, BOTOL @ 60 ML ;; DUS, BOTOL @ 100 ML","TROPICA MAS PHARMACEUTICALS - Indonesia","TROPICA MAS PHARMACEUTICALS","Indonesia","2022-02-14","2027-02-14","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","5.0","False","272","['SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE']","2","SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
