"Nomor Registrasi","Nama Produk","Komposisi","Bentuk Sediaan","Kemasan","Pendaftar","Perusahaan","Negara_Asal","Tanggal Terbit","Masa Berlaku s/d","Status","Kategori_Obat","Golongan_Obat","Asal_Obat","Jumlah_Zat_Aktif","Durasi_Registrasi_Tahun","Sudah_Kedaluwarsa","Sisa_Hari_Berlaku","List_Zat_Aktif","Jumlah_Varian_Kemasan","Komposisi_Normalized","drug_category","all_drug_categories","raw_mapped_categories","unsupported_drug_categories","drug_category_match_status","drug_category_is_supported","drug_category_source"
"GKL2644301917A1","DEFERASIROX","DEFERASIROX","TABLET SALUT SELAPUT","DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT","GLOBAL ONKOLAB FARMA - Indonesia","GLOBAL ONKOLAB FARMA","Indonesia","2026-04-15","2031-04-15","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1793","['DEFERASIROX']","1","DEFERASIROX","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DBL1033523135A1","DEHIDRALYTE","SODIUM CHLORIDE. POTASSIUM CHLORIDE. SODIUM CITRATE DIHYDRATE. DEXTROSE ANHYDRATE","LARUTAN / CAIRAN; 0,52 G /0,30 G /0,58 G /2,70 G","BOTOL @ 200 ML","NOVELL PHARMACEUTICAL LABORATORIES - Indonesia","NOVELL PHARMACEUTICAL LABORATORIES","Indonesia","2022-02-08","2027-02-03","Berlaku","Obat Bebas - Lokal","Obat Bebas","Lokal/Lainnya","1","5.0","False","261","['SODIUM CHLORIDE. POTASSIUM CHLORIDE. SODIUM CITRATE DIHYDRATE. DEXTROSE ANHYDRATE']","1","SODIUM CHLORIDE. POTASSIUM CHLORIDE. SODIUM CITRATE DIHYDRATE. DEXTROSE ANHYDRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL1926013304A1","DEHIFENIN EXPECTORANT","DIPHENHYDRAMINE HYDROCHLORIDE | GUAIFENESIN","KAPLET","DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET ;; DUS, 10 STRIP @ 10 KAPLET","TROPICA MAS PHARMACEUTICALS - Indonesia","TROPICA MAS PHARMACEUTICALS","Indonesia","2025-12-15","2030-01-19","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","2","4.1","False","1342","['DIPHENHYDRAMINE HYDROCHLORIDE', 'GUAIFENESIN']","2","DIPHENHYDRAMINE HYDROCHLORIDE | GUAIFENESIN","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"LKE20066192","DELSTRIGO","LAMIVUDINE. TENOFOVIR DISOPROXIL FUMARATE. DORAVIRINE","TABLET SALUT SELAPUT; 300.0 MG /300.0 MG /100.0 MG","1 BOTOL @ 30 TABLET SALUT SELAPUT ;; DRUM, MAKSIMUM 35 KG ;; 1 BOTOL @ 30 TAB ;; DRUM, MAKSIMUM @ 35 KG","ORGANON PHARMA INDONESIA TBK - Indonesia","ORGANON PHARMA INDONESIA TBK","Indonesia","2021-08-05","2025-06-30","Berlaku (Khusus Ekspor)","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","1","3.9","True","-322","['LAMIVUDINE. TENOFOVIR DISOPROXIL FUMARATE. DORAVIRINE']","4","LAMIVUDINE. TENOFOVIR DISOPROXIL FUMARATE. DORAVIRINE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL7204217010A1","DEMACOLIN","PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL","TABLET; 7,5 MG /2 MG /500 MG","DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET","CORONET CROWN - Indonesia","CORONET CROWN","Indonesia","2022-10-06","2027-07-31","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","4.8","False","439","['PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL']","1","PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL0938500341A1","DEMY","BETAMETHASONE DIPROPIONATE | CLOTRIMAZOLE","CAIRAN OBAT LUAR","DUS, 10 BOTOL PLASTIK @ 10 ML ;; DUS, 10 BOTOL @ 10 ML","BIO KUSUMA - Indonesia","BIO KUSUMA","Indonesia","2025-08-04","2029-11-29","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","2","4.3","False","1291","['BETAMETHASONE DIPROPIONATE', 'CLOTRIMAZOLE']","2","BETAMETHASONE DIPROPIONATE | CLOTRIMAZOLE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKI1659703344A1","DENGVAXIA","LIVE ATTENUATED CHIMERIC YELLOW FEVER DENGUE VIRUS SEROTYPE 1. LIVE ATTENUATED CHIMERIC YELLOW FEVER DENGUE VIRUS SEROTYPE 2. LIVE ATTENUATED CHIMERIC YELLOW FEVER DENGUE VIRUS SEROTYPE 3. LIVE ATTENUATED CHIMERIC YELLOW FEVER DENGUE VIRUS SEROTYPE 4","SERBUK INJEKSI; 4.8-6.0 LOG10 CCID_50 /4.8-6.0 LOG10 CCID_50 /4.8-6.0 LOG10 CCID_50 /4.8-6.0 LOG10 CCID_50","DUS, POWDER (5 DOSE) IN VIAL + 2,5 ML OF SOLVENT IN VIAL-PACK SIZE OF 5 ;; DUS, POWDER (1 DOSE) IN VIAL + 0,5 ML OF SOLVENT IN A PREFILLED SYRINGE WITH 2 SEPARATE NEEDLE-PACK SIZE OF 1","KALVENTIS SINERGI FARMA - Indonesia","KALVENTIS SINERGI FARMA","Indonesia","2020-12-23","2025-12-23","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","True","-146","['LIVE ATTENUATED CHIMERIC YELLOW FEVER DENGUE VIRUS SEROTYPE 1. LIVE ATTENUATED CHIMERIC YELLOW FEVER DENGUE VIRUS SEROTYPE 2. LIVE ATTENUATED CHIMERIC YELLOW FEVER DENGUE VIRUS SEROTYPE 3. LIVE ATTENUATED CHIMERIC YELLOW FEVER DENGUE VIRUS SEROTYPE 4']","2","LIVE ATTENUATED CHIMERIC YELLOW FEVER DENGUE VIRUS SEROTYPE 1. LIVE ATTENUATED CHIMERIC YELLOW FEVER DENGUE VIRUS SEROTYPE 2. LIVE ATTENUATED CHIMERIC YELLOW FEVER DENGUE VIRUS SEROTYPE 3. LIVE ATTENUATED CHIMERIC YELLOW FEVER DENGUE VIRUS SEROTYPE 4","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL9304115529A2","DENOMIX","NEOMYCIN SULFATE. DESOXIMETASONE","KRIM; 5.00 MG /0.5 MG","DUS, 1 TUBE @ 10 G","COMBIPHAR - Indonesia","COMBIPHAR","Indonesia","2024-09-12","2029-09-12","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1213","['NEOMYCIN SULFATE. DESOXIMETASONE']","1","NEOMYCIN SULFATE. DESOXIMETASONE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKI7286100343A1","DEPO MEDROL","METHYLPREDNISOLONE ACETATE","INJEKSI; 40.00 MG","DUS, 1 VIAL @ 1 ML","PFIZER INDONESIA - Indonesia","PFIZER INDONESIA","Indonesia","2024-08-01","2029-01-14","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","4.5","False","972","['METHYLPREDNISOLONE ACETATE']","1","METHYLPREDNISOLONE ACETATE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKL1633313637A1","DEPVAL","VALPROIC ACID","SIRUP","DUS, 1 BOTOL @ 120 ML","MERSIFARMA TIRMAKU MERCUSANA - Indonesia","MERSIFARMA TIRMAKU MERCUSANA","Indonesia","2025-06-19","2030-06-19","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1493","['VALPROIC ACID']","1","VALPROIC ACID","antikonvulsan","antikonvulsan","antikonvulsan","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKL9604120641A1","DERMACOID","HYDROCORTISONE BUTYRATE","SCALP LOTION","DUS, 1 BOTOL PLASTIK @ 20 ML ;; DUS, BOTOL PLASTIK @ 20 ML","COMBIPHAR - Indonesia","COMBIPHAR","Indonesia","2025-01-19","2030-01-19","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1342","['HYDROCORTISONE BUTYRATE']","2","HYDROCORTISONE BUTYRATE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKL0121202829A1","DERMATOP","PREDNICARBATE","KRIM","DUS, 1 TUBE @ 5 G ;; DUS, 1 TUBE @ 15 G","KALVENTIS SINERGI FARMA - Indonesia","KALVENTIS SINERGI FARMA","Indonesia","2023-10-20","2028-01-25","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","0","4.3","False","617","[]","2","PREDNICARBATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"LKE26136015","DERMOTONE","CLOBETASOL PROPIONATE","KRIM","DUS, TUBE @ 30 GRAM","LUCAS DJAJA - Indonesia","LUCAS DJAJA","Indonesia","2026-04-29","2031-04-29","Berlaku","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","1","5.0","False","1807","['CLOBETASOL PROPIONATE']","1","CLOBETASOL PROPIONATE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKI2232000144A1","DESFERAL","DEFEROXAMINE MESILATE","SERBUK INJEKSI","DUS, 10 VIAL @ 500 MG","NOVARTIS INDONESIA - Indonesia","NOVARTIS INDONESIA","Indonesia","2022-11-04","2027-11-04","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","535","['DEFEROXAMINE MESILATE']","1","DEFEROXAMINE MESILATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL0328603729A1","DESOLEX-N","DESONIDE. NEOMYCIN SULFATE","KRIM; 0.5 MG /5 MG","DUS, 1 TUBE @ 10 G","SURYA DERMATO MEDICA LABORATORIES - Indonesia","SURYA DERMATO MEDICA LABORATORIES","Indonesia","2023-04-11","2028-04-11","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","694","['DESONIDE. NEOMYCIN SULFATE']","1","DESONIDE. NEOMYCIN SULFATE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKI2162000168A1","DESPRANE","DESFLURANE","CAIRAN INHALASI; 240 ML","BOTOL @ 240 ML","HEXPHARM JAYA LABORATORIES - Indonesia","HEXPHARM JAYA LABORATORIES","Indonesia","2022-01-06","2027-01-06","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","233","['DESFLURANE']","1","DESFLURANE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1433531317A1","DESTAVELL","DESLORATADINE","TABLET SALUT SELAPUT","DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT","NOVELL PHARMACEUTICAL LABORATORIES - Indonesia","NOVELL PHARMACEUTICAL LABORATORIES","Indonesia","2025-12-31","2030-09-28","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","4.7","False","1594","['DESLORATADINE']","1","DESLORATADINE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI0054200117B1","DETRUSITOL","TOLTERODINE L-TARTRATE","TABLET SALUT SELAPUT","DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT","PFIZER INDONESIA - Indonesia","PFIZER INDONESIA","Indonesia","2025-03-19","2030-03-19","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","1401","['TOLTERODINE L-TARTRATE']","1","TOLTERODINE L-TARTRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL2109325143A1","DEXAMETHASONE SODIUM PHOSPHATE","DEXAMETHASONE SODIUM PHOSPHATE","INJEKSI","DUS, 100 AMPUL @ 1 ML","IKAPHARMINDO PUTRAMAS Tbk. - Indonesia","IKAPHARMINDO PUTRAMAS Tbk.","Indonesia","2026-01-21","2031-01-21","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1709","['DEXAMETHASONE SODIUM PHOSPHATE']","1","DEXAMETHASONE SODIUM PHOSPHATE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"LKE26136016","DEXAMINE","DEXAMETHASONE SODIUM PHOSPHATE | DEXCHLORPHENIRAMINE MALEATE","SIRUP","DUS, BOTOL @ 100 ML","LUCAS DJAJA - Indonesia","LUCAS DJAJA","Indonesia","2026-05-05","2031-05-05","Berlaku","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","2","5.0","False","1813","['DEXAMETHASONE SODIUM PHOSPHATE', 'DEXCHLORPHENIRAMINE MALEATE']","1","DEXAMETHASONE SODIUM PHOSPHATE | DEXCHLORPHENIRAMINE MALEATE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DBL7605004633B1","DEXANTA","DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE PASTE. SIMETHICONE","SUSPENSI; 250  MG /644.84  MG /50  MG","DUS, 1 BOTOL PLASTIK @ 100 ML","DEXA MEDICA - Indonesia","DEXA MEDICA","Indonesia","2024-09-20","2029-05-06","Berlaku","Obat Bebas - Lokal","Obat Bebas","Lokal/Lainnya","1","4.6","False","1084","['DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE PASTE. SIMETHICONE']","1","DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE PASTE. SIMETHICONE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL7603810146A1","DEXATON","DEXAMETHASONE SODIUM PHOSPHATE | NEOMYCIN SULFATE","TETES MATA","BOTOL PLASTIK @ 5 ML ;; CATCH COVER @ 5 BOTOL PLASTIK @ 0,6 ML ;; BOTOL PLASTIK @ 15 ML","CENDO - Indonesia","CENDO","Indonesia","2026-01-05","2031-01-05","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","2","5.0","False","1693","['DEXAMETHASONE SODIUM PHOSPHATE', 'NEOMYCIN SULFATE']","3","DEXAMETHASONE SODIUM PHOSPHATE | NEOMYCIN SULFATE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"GKL2613716780A1","DEXMEDETOMIDINE HYDROCHLORIDE","DEXMEDETOMIDINE HYDROCHLORIDE","LARUTAN KONSENTRAT UNTUK INFUS","DUS, 5 VIAL @ 2 ML","MAHAKAM BETA FARMA - Indonesia","MAHAKAM BETA FARMA","Indonesia","2026-03-29","2031-03-29","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1776","['DEXMEDETOMIDINE HYDROCHLORIDE']","1","DEXMEDETOMIDINE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL9419914637A1","DEXTAMINE","DEXAMETHASONE SODIUM PHOSPHATE. DEXCHLORPHENIRAMINE MALEATE","SIRUP; 2 mg","DUS, BOTOL @ 60 ML","PHAPROS Tbk - Indonesia","PHAPROS Tbk","Indonesia","2022-06-14","2027-06-14","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","392","['DEXAMETHASONE SODIUM PHOSPHATE. DEXCHLORPHENIRAMINE MALEATE']","1","DEXAMETHASONE SODIUM PHOSPHATE. DEXCHLORPHENIRAMINE MALEATE","kortikosteroid","kortikosteroid","kortikosteroid","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DTL9230902109A1","DEXTRAL","PHENYLPROPANOLAMINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. GUAIFENESIN. CHLORPHENAMINE MALEATE","KAPLET SALUT SELAPUT; 12,5 MG /10 MG /50 MG /1 MG","DUS, 15 CATCH COVER @ 1 STRIP @ 10 KAPLET SALUT SELAPUT","MOLEX AYUS - Indonesia","MOLEX AYUS","Indonesia","2024-05-24","2027-12-31","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","3.6","False","592","['PHENYLPROPANOLAMINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. GUAIFENESIN. CHLORPHENAMINE MALEATE']","1","PHENYLPROPANOLAMINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. GUAIFENESIN. CHLORPHENAMINE MALEATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL8930901737A1","DEXTRAL","CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PHENYLPROPANOLAMINE HYDROCHLORIDE","SIRUP","DUS, 1 BOTOL @ 100 ML ;; DUS, 1 BOTOL @ 60 ML","MOLEX AYUS - Indonesia","MOLEX AYUS","Indonesia","2024-08-29","2028-02-27","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","4","3.5","False","650","['CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'GUAIFENESIN', 'PHENYLPROPANOLAMINE HYDROCHLORIDE']","2","CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PHENYLPROPANOLAMINE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DTL8819908637A1","DEXTROFEN","DEXTROMETHORPHAN HYDROBROMIDE. DEXCHLORPHENIRAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE","SIRUP; 7,5 MG /1 MG /5 MG","DUS, 1 BOTOL @ 60 ML","PHAPROS Tbk - Indonesia","PHAPROS Tbk","Indonesia","2024-04-06","2025-08-23","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","1","1.4","True","-268","['DEXTROMETHORPHAN HYDROBROMIDE. DEXCHLORPHENIRAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE']","1","DEXTROMETHORPHAN HYDROBROMIDE. DEXCHLORPHENIRAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL2542600143C1","DEXTROSE ANHYDRATE","DEXTROSE ANHYDRATE","INJEKSI","AMPUL PLASTIK @ 25 ML","SATORIA ANEKA INDUSTRI - Indonesia","SATORIA ANEKA INDUSTRI","Indonesia","2025-10-28","2030-10-28","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","1624","['DEXTROSE ANHYDRATE']","1","DEXTROSE ANHYDRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"GKL2542602749A1","DEXTROSE ANHYDRATE/SODIUM CHLORIDE","DEXTROSE ANHYDRATE | SODIUM CHLORIDE","INFUS","BOTOL PLASTIK @ 500 ML","SATORIA ANEKA INDUSTRI - Indonesia","SATORIA ANEKA INDUSTRI","Indonesia","2025-11-02","2030-11-02","Berlaku","Obat Generik Keras - Lokal","Obat Keras","Lokal/Lainnya","2","5.0","False","1629","['DEXTROSE ANHYDRATE', 'SODIUM CHLORIDE']","1","DEXTROSE ANHYDRATE | SODIUM CHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL9505016038A1","DEXYCLAV","AMOXICILLIN TRIHYDRATE | KOMBINASI-CLAVULANATE POTASSIUM : SILICONE DIOXIDE (1:1)","SIRUP KERING","DUS, BOTOL @ 60 ML","DEXA MEDICA - Indonesia","DEXA MEDICA","Indonesia","2026-03-16","2031-03-16","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","2","5.0","False","1763","['AMOXICILLIN TRIHYDRATE', 'KOMBINASI-CLAVULANATE POTASSIUM : SILICONE DIOXIDE (1:1)']","1","AMOXICILLIN TRIHYDRATE | KOMBINASI-CLAVULANATE POTASSIUM  SILICONE DIOXIDE 11","UNKNOWN","","antibiotik_beta","antibiotik_beta","matched_not_in_interaction_train","0","drug_name_complete_category_lookup.csv"
"DTL7207811337A1","DEXYL","AMMONIUM CHLORIDE | CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE","SIRUP","DUS, 1 BOTOL @ 60 ML","GRATIA HUSADA FARMA - Indonesia","GRATIA HUSADA FARMA","Indonesia","2025-02-27","2029-08-05","Berlaku","Obat Bebas Terbatas - Lokal","Obat Bebas Terbatas","Lokal/Lainnya","3","4.4","False","1175","['AMMONIUM CHLORIDE', 'CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE']","1","AMMONIUM CHLORIDE | CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"LKE15055106","DHASEDYL DM SYRUP","DEXTROMETHORPHAN HYDROBROMIDE | EPHEDRINE HYDROCHLORIDE | PROMETHAZINE HYDROCHLORIDE","SIRUP","BOTOL GELAS @ 100 ML","ACTAVIS INDONESIA - Indonesia","ACTAVIS INDONESIA","Indonesia","2025-02-25","2030-02-24","Berlaku","Lisensi - Khusus Ekspor","Khusus Ekspor","Lokal/Lainnya","3","5.0","False","1378","['DEXTROMETHORPHAN HYDROBROMIDE', 'EPHEDRINE HYDROCHLORIDE', 'PROMETHAZINE HYDROCHLORIDE']","1","DEXTROMETHORPHAN HYDROBROMIDE | EPHEDRINE HYDROCHLORIDE | PROMETHAZINE HYDROCHLORIDE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI1340100217A1","DHP-FRIMAL","DIHYDROARTEMISININ. PIPERAQUINE PHOSPHATE","TABLET SALUT SELAPUT; 40 MG /344,75 MG","DUS, 1 BLISTER @ 9 TABLET SALUT SELAPUT ;; DUS, 25 BOX @ 50 BLISTER @ 9 TABLET SALUT SELAPUT","MERSIFARMA TIRMAKU MERCUSANA - Indonesia","MERSIFARMA TIRMAKU MERCUSANA","Indonesia","2023-09-26","2028-08-01","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","4.8","False","806","['DIHYDROARTEMISININ. PIPERAQUINE PHOSPHATE']","2","DIHYDROARTEMISININ. PIPERAQUINE PHOSPHATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKI2254801617B1","DIAGLIFOZ","KOMBINASI-DAPAGLIFLOZIN PREMIX","TABLET SALUT SELAPUT; 50 MG","DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT","SOHO INDUSTRI PHARMASI - Indonesia","SOHO INDUSTRI PHARMASI","Indonesia","2023-11-16","2028-11-16","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","913","['DAPAGLIFLOZIN PREMIX']","1","DAPAGLIFLOZIN PREMIX","antidiabetes","antidiabetes","antidiabetes","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKI2154801117A1","DIAGLIFOZMET XR","KOMBINASI-DAPAGLIFLOZIN PREMIX. METFORMIN HYDROCHLORIDE","TABLET SALUT SELAPUT; 25 MG /500 MG","DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT","SOHO INDUSTRI PHARMASI - Indonesia","SOHO INDUSTRI PHARMASI","Indonesia","2021-06-20","2026-06-20","Berlaku","Obat Keras - Impor","Obat Keras","Impor","1","5.0","False","33","['DAPAGLIFLOZIN PREMIX. METFORMIN HYDROCHLORIDE']","1","DAPAGLIFLOZIN PREMIX. METFORMIN HYDROCHLORIDE","antidiabetes","antidiabetes","antidiabetes","","matched_supported","1","drug_name_complete_category_lookup.csv"
"DKL1022247442B1","DIALISAN DP-4 1,5%","CALCIUM CHLORIDE DIHYDRATE | DEXTROSE MONOHYDRATE | MAGNESIUM CHLORIDE HEXAHYDRATE | SODIUM CHLORIDE | SODIUM LACTATE","LARUTAN DIALISA PERITONEAL","SOFTBAG @ 2 LITER DOUBLE PORT DENGAN OVERWRAP","SANBE FARMA - Indonesia","SANBE FARMA","Indonesia","2025-09-12","2030-04-06","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","5","4.6","False","1419","['CALCIUM CHLORIDE DIHYDRATE', 'DEXTROSE MONOHYDRATE', 'MAGNESIUM CHLORIDE HEXAHYDRATE', 'SODIUM CHLORIDE', 'SODIUM LACTATE']","1","CALCIUM CHLORIDE DIHYDRATE | DEXTROSE MONOHYDRATE | MAGNESIUM CHLORIDE HEXAHYDRATE | SODIUM CHLORIDE | SODIUM LACTATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1022247442C1","DIALISAN DP-4 2,5%","SODIUM CHLORIDE. SODIUM LACTATE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. DEXTROSE MONOHYDRATE","LARUTAN DIALISA PERITONEAL; 538 MG /448 MG /18,3 MG /5,08 MG /2,5 g","SOFTBAG @ 2 LITER DOUBLE PORT DENGAN OVERWRAP","SANBE FARMA - Indonesia","SANBE FARMA","Indonesia","2022-06-07","2027-06-07","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","385","['SODIUM CHLORIDE. SODIUM LACTATE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. DEXTROSE MONOHYDRATE']","1","SODIUM CHLORIDE. SODIUM LACTATE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. DEXTROSE MONOHYDRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
"DKL1922247442A1","DIALISAN DP-4 4,25%","DEXTROSE MONOHYDRATE. SODIUM CHLORIDE. SODIUM LACTATE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE","LARUTAN DIALISA; 4,25 g /532,6 mg /887,04 mg /18,117 mg /5,0292 mg","SOFTBAG @ 2 LITER","SANBE FARMA - Indonesia","SANBE FARMA","Indonesia","2021-05-26","2026-05-26","Berlaku","Obat Keras - Lokal","Obat Keras","Lokal/Lainnya","1","5.0","False","8","['DEXTROSE MONOHYDRATE. SODIUM CHLORIDE. SODIUM LACTATE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE']","1","DEXTROSE MONOHYDRATE. SODIUM CHLORIDE. SODIUM LACTATE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE","UNKNOWN","","","","unmatched","0","drug_name_complete_category_lookup.csv"
