Nomor Registrasi,Nama Produk,Komposisi,Bentuk Sediaan,Kemasan,Pendaftar,Perusahaan,Negara_Asal,Tanggal Terbit,Masa Berlaku s/d,Status,Kategori_Obat,Golongan_Obat,Asal_Obat,Jumlah_Zat_Aktif,Durasi_Registrasi_Tahun,Sudah_Kedaluwarsa,Sisa_Hari_Berlaku,List_Zat_Aktif,Jumlah_Varian_Kemasan,Komposisi_Normalized
DTL0403604137A1,OBH NUTRA,SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. CHLORPHENAMINE MALEATE,SIRUP; 167 MG /50  MG /2 MG,"DUS, BOTOL @ 100 ML",CANDRA NUSANTARA JAYA - Indonesia,CANDRA NUSANTARA JAYA,Indonesia,2021-07-29,2026-07-26,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,5.0,False,51,['SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. CHLORPHENAMINE MALEATE'],1,SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. CHLORPHENAMINE MALEATE
LKE15209005,OBH PLUS,PARACETAMOL. CHLORPHENAMINE MALEATE. AMMONIUM CHLORIDE. SUCCUS LIQUIRITIAE. EPHEDRINE HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL PLASTIK @ 100 ML",INDOFARMA - Indonesia,INDOFARMA,Indonesia,2024-11-01,2029-11-01,Berlaku,Lisensi - Khusus Ekspor,Khusus Ekspor,Lokal/Lainnya,0,5.0,False,1245,[],1,PARACETAMOL. CHLORPHENAMINE MALEATE. AMMONIUM CHLORIDE. SUCCUS LIQUIRITIAE. EPHEDRINE HYDROCHLORIDE
DTL0526008837A1,OBH TROPICA EXTRA ANAK-ANAK RASA JERUK,SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE,SIRUP; 150 MG /75 MG /7.5 MG /1 MG,"DUS, BOTOL @ 60 ML ;; DUS, BOTOL @ 100 ML",TROPICA MAS PHARMACEUTICALS - Indonesia,TROPICA MAS PHARMACEUTICALS,Indonesia,2022-02-14,2027-02-14,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,5.0,False,254,['SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE'],2,SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE
DTL0526008937A1,OBH TROPICA EXTRA ANAK-ANAK RASA STRAWBERRY,AMMONIUM CHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. SUCCUS LIQUIRITIAE,SIRUP; 75 MG /7.5 MG /1 MG /150 MG,"DUS, 1 BOTOL @ 60 ML",TROPICA MAS PHARMACEUTICALS - Indonesia,TROPICA MAS PHARMACEUTICALS,Indonesia,2022-08-16,2027-08-01,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,5.0,False,422,['AMMONIUM CHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. SUCCUS LIQUIRITIAE'],1,AMMONIUM CHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. SUCCUS LIQUIRITIAE
DTL8626000537A1,OBH TROPICA EXTRA RASA MENTHOL,AMMONIUM CHLORIDE | CHLORPHENAMINE MALEATE | PSEUDOEPHEDRINE HYDROCHLORIDE | SUCCUS LIQUIRITIAE,SIRUP,"DUS, 1 BOTOL @ 100 ML ;; DUS, 1 BOTOL @ 60 ML",TROPICA MAS PHARMACEUTICALS - Indonesia,TROPICA MAS PHARMACEUTICALS,Indonesia,2025-07-21,2030-07-21,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,4,5.0,False,1507,"['AMMONIUM CHLORIDE', 'CHLORPHENAMINE MALEATE', 'PSEUDOEPHEDRINE HYDROCHLORIDE', 'SUCCUS LIQUIRITIAE']",2,AMMONIUM CHLORIDE | CHLORPHENAMINE MALEATE | PSEUDOEPHEDRINE HYDROCHLORIDE | SUCCUS LIQUIRITIAE
DBL7214707908A2,OBIMIN AF,CYANOCOBALAMIN. CALCIUM PANTOTHENATE. FOLIC ACID. FERROUS FUMARATE. COPPER SULFATE. THIAMINE MONONITRATE. RIBOFLAVIN. PYRIDOXINE HYDROCHLORIDE. NICOTINAMIDE. POTASSIUM IODIDE. SODIUM FLUORIDE. SODIUM ASCORBATE. CALCIUM LACTATE. RETINOL ACETATE. CHOLECALCI,"KAPLET SALUT GULA; 4 MCG /7,5 MG /1 MG /90 MG /0,1 MG /10 MG /2,5 MG /15 MG /20 MG /0,1 MG /1 MG /100 MG /250 MG /6000","DUS, 3 BLISTER @ 10 KAPLET SALUT GULA",MEDIFARMA LABORATORIES - Indonesia,MEDIFARMA LABORATORIES,Indonesia,2022-09-24,2024-09-24,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,2.0,True,-619,['CYANOCOBALAMIN. CALCIUM PANTOTHENATE. FOLIC ACID. FERROUS FUMARATE. COPPER SULFATE. THIAMINE MONONITRATE. RIBOFLAVIN. PYRIDOXINE HYDROCHLORIDE. NICOTINAMIDE. POTASSIUM IODIDE. SODIUM FLUORIDE. SODIUM ASCORBATE. CALCIUM LACTATE. RETINOL ACETATE. CHOLECALCI'],1,CYANOCOBALAMIN. CALCIUM PANTOTHENATE. FOLIC ACID. FERROUS FUMARATE. COPPER SULFATE. THIAMINE MONONITRATE. RIBOFLAVIN. PYRIDOXINE HYDROCHLORIDE. NICOTINAMIDE. POTASSIUM IODIDE. SODIUM FLUORIDE. SODIUM ASCORBATE. CALCIUM LACTATE. RETINOL ACETATE. CHOLECALCI
DKL9321006729A1,OCIDERM-N,FLUOCINOLONE ACETONIDE | NEOMYCIN SULFATE,KRIM,"DUS, 1 TUBE @ 5 G",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2024-11-27,2029-11-27,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,5.0,False,1271,"['FLUOCINOLONE ACETONIDE', 'NEOMYCIN SULFATE']",1,FLUOCINOLONE ACETONIDE | NEOMYCIN SULFATE
DKI2657511943A1,OCREVUS SC,OCRELIZUMAB,LARUTAN INJEKSI,"DUS, 1 VIAL @ 23 ML",MENARINI INDRIA LABORATORIES - Indonesia,MENARINI INDRIA LABORATORIES,Indonesia,2026-04-13,2031-04-13,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1773,['OCRELIZUMAB'],1,OCRELIZUMAB
DKI1209300449A1,OCTAGAM,HUMAN NORMAL IMMUNOGLOBULIN. HUMAN NORMAL IMMUNOGLOBULIN,INFUS; 50 MG /&amp;LT; 0.2 MG,"DUS, 1 BOTOL PLASTIK @ 50 ML",HARSEN LABORATORIES - Indonesia,HARSEN LABORATORIES,Indonesia,2022-09-19,2027-09-19,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,471,['HUMAN NORMAL IMMUNOGLOBULIN. HUMAN NORMAL IMMUNOGLOBULIN'],1,HUMAN NORMAL IMMUNOGLOBULIN. HUMAN NORMAL IMMUNOGLOBULIN
DKI1409300544A1,OCTAPLEX,HUMAN PROTHROMBIN COMPLEX,SERBUK INJEKSI; 500 IU,"DUS, 1 VIAL SERBUK INJEKSI @ 500 IU + DUS, 1 VIAL PELARUT @ 20 ML + 1 DOUBLE ENDED NEEDLE + 1 FILTER NEEDLE + 1 DISPOSABLE SYRINGE + 1 INFUSION SET + 2 ALCOHOL SWABS",HARSEN LABORATORIES - Indonesia,HARSEN LABORATORIES,Indonesia,2019-11-29,2024-11-29,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,True,-553,['HUMAN PROTHROMBIN COMPLEX'],1,HUMAN PROTHROMBIN COMPLEX
DKL0622241946A1,OCUFLAM,FLUOROMETHOLONE,TETES MATA,"DUS, 1 BOTOL PLASTIK @ 5 ML",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2025-03-15,2029-02-03,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,3.9,False,974,['FLUOROMETHOLONE'],1,FLUOROMETHOLONE
DTL0903812687A1,OCULENTA,RETINOL PALMITATE,GEL MATA,"TUBE PLASTIK @ 5 G ;; CATCH COVER, 5 BOTOL PLASTIK @ 0,6 G ;; CATCH COVER, 5 BOTOL PE @ 0,6 G ;; TUBE PLASTIK @ 2,5 G",CENDO - Indonesia,CENDO,Indonesia,2025-06-12,2030-03-01,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,4.7,False,1365,['RETINOL PALMITATE'],4,RETINOL PALMITATE
DKL2633561335A1,OFERLOD,DEFERIPRONE,CAIRAN ORAL,"DUS, 1 BOTOL PLASTIK @ 250 ML",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2026-05-05,2031-05-05,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1795,['DEFERIPRONE'],1,DEFERIPRONE
DKI1752503502A1,OFEV,NINTEDANIB ESILATE,KAPSUL LUNAK; 120.4 MG,"DUS, 6 ALUBLISTER @ 10 KAPSUL LUNAK",BOEHRINGER INGELHEIM INDONESIA - Indonesia,BOEHRINGER INGELHEIM INDONESIA,Indonesia,2022-10-11,2027-10-11,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,493,['NINTEDANIB ESILATE'],1,NINTEDANIB ESILATE
GKL1605054517A1,OLANZAPINE,OLANZAPINE,TABLET SALUT SELAPUT,"DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2026-02-02,2031-02-02,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1703,['OLANZAPINE'],1,OLANZAPINE
DKI1710700349A1,OLIMEL N9E,DEXTROSE MONOHYDRATE. CALCIUM CHLORIDE DIHYDRATE. OLIVE OIL. SOYA- BEAN OIL. REFINED. ALANINE. L-ARGININE. ASPARTIC ACID. GLUTAMIC ACID. GLYCINE. HISTIDINE. ISOLEUCINE. LEUCINE. LYSINE ACETATE. METHIONINE. PHENYLALANINE. PROLINE. SERINE. THREONINE. TRYPT,EMULSI UNTUK INFUS; 121.0 G /0.52 G /32.0 G /8.0 G /8.24 G /5.58 G /1.65 G /2.84 G /3.95 G /3.40 G /2.84 G /3.95 G /6.32,FLEXY BAG @ 1000 ML,KALBE FARMA - Indonesia,KALBE FARMA,Indonesia,2023-06-25,2028-06-25,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,751,['DEXTROSE MONOHYDRATE. CALCIUM CHLORIDE DIHYDRATE. OLIVE OIL. SOYA- BEAN OIL. REFINED. ALANINE. L-ARGININE. ASPARTIC ACID. GLUTAMIC ACID. GLYCINE. HISTIDINE. ISOLEUCINE. LEUCINE. LYSINE ACETATE. METHIONINE. PHENYLALANINE. PROLINE. SERINE. THREONINE. TRYPT'],1,DEXTROSE MONOHYDRATE. CALCIUM CHLORIDE DIHYDRATE. OLIVE OIL. SOYA- BEAN OIL. REFINED. ALANINE. L-ARGININE. ASPARTIC ACID. GLUTAMIC ACID. GLYCINE. HISTIDINE. ISOLEUCINE. LEUCINE. LYSINE ACETATE. METHIONINE. PHENYLALANINE. PROLINE. SERINE. THREONINE. TRYPT
GKL2533558917A1,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,TABLET SALUT SELAPUT,"DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-02-21,2030-02-21,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1357,['OLMESARTAN MEDOXOMIL'],1,OLMESARTAN MEDOXOMIL
DKI1949000217A1,OLODUO,ROSUVASTATIN CALCIUM. OLMESARTAN MEDOXOMIL,TABLET SALUT SELAPUT; 10.40 mg /20.00 MG,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",DAEWOONG INFION - Indonesia,DAEWOONG INFION,Indonesia,2019-09-28,2024-09-28,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,True,-615,['ROSUVASTATIN CALCIUM. OLMESARTAN MEDOXOMIL'],1,ROSUVASTATIN CALCIUM. OLMESARTAN MEDOXOMIL
DKL0816910233A1,OMECIDAL,MEBHYDROLIN NAPADISILATE,SUSPENSI,"DUS, 1 BOTOL @ 60 ML",MUTIARA MUKTI FARMA - Indonesia,MUTIARA MUKTI FARMA,Indonesia,2026-04-22,2031-04-22,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1782,['MEBHYDROLIN NAPADISILATE'],1,MEBHYDROLIN NAPADISILATE
DTL8116902837A2,OMECOUGH,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PARACETAMOL,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML",MUTIARA MUKTI FARMA - Indonesia,MUTIARA MUKTI FARMA,Indonesia,2026-02-02,2031-02-02,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,4,5.0,False,1703,"['CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'GUAIFENESIN', 'PARACETAMOL']",1,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PARACETAMOL
DKI1281203149A1,OMEGAVEN,GLYCEROL. PURIFIED EGG PHOSPHOLIPID. PURIFIED FISH OIL,"INFUS; 2,5 g /1,2 G /10 G","PAK, 10 VIAL @ 100 ML",FRESENIUS KABI COMBIPHAR - Indonesia,FRESENIUS KABI COMBIPHAR,Indonesia,2022-08-10,2027-08-10,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,431,['GLYCEROL. PURIFIED EGG PHOSPHOLIPID. PURIFIED FISH OIL'],1,GLYCEROL. PURIFIED EGG PHOSPHOLIPID. PURIFIED FISH OIL
DKL9216905409A1,OMEGESIC,METAMIZOLE SODIUM. THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN,KAPLET SALUT SELAPUT; 500 MG /50 MG /10 MG /10 MCG,"DUS, 10 STRIP @ 10 KAPLET SALUT SELAPUT",MUTIARA MUKTI FARMA - Indonesia,MUTIARA MUKTI FARMA,Indonesia,2024-10-07,2029-09-10,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.9,False,1193,['METAMIZOLE SODIUM. THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN'],1,METAMIZOLE SODIUM. THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN
DBL9316905817A1,OMENEURON,CYANOCOBALAMIN. THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE,"TABLET SALUT SELAPUT; 0,20 MG /105,00 MG /202,00 MG","DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET SALUT SELAPUT",MUTIARA MUKTI FARMA - Indonesia,MUTIARA MUKTI FARMA,Indonesia,2022-10-11,2027-10-11,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,493,['CYANOCOBALAMIN. THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE'],1,CYANOCOBALAMIN. THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE
GKL1106506403A1,OMEPRAZOLE,OMEPRAZOLE PELLET,KAPSUL LEPAS TUNDA,"DUS, 10 STRIP @ 10 KAPSUL LEPAS TUNDA ;; DUS, 3 STRIP @ 10 KAPSUL LEPAS TUNDA",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2026-02-12,2028-10-11,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,2.7,False,859,['OMEPRAZOLE PELLET'],2,OMEPRAZOLE PELLET
GKL0934008503A1,OMEPRAZOLE,KOMBINASI-OMEPRAZOLE PELLET 8.5,KAPSUL LEPAS TUNDA,"DUS, 10 STRIP @ 10 KAPSUL LEPAS TUNDA",NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2026-03-29,2031-03-29,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1758,['OMEPRAZOLE PELLET 8.5'],1,OMEPRAZOLE PELLET 8.5
GKL2517635144A1,OMEPRAZOLE SODIUM,KOMBINASI-OMEPRAZOLE SODIUM STERILE (34 TO 38 W/W),SERBUK INJEKSI,"DUS, 10 VIAL @ 40 MG",INTERBAT - Indonesia,INTERBAT,Indonesia,2025-12-04,2030-12-04,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1643,['OMEPRAZOLE SODIUM STERILE (34 TO 38 W/W)'],1,OMEPRAZOLE SODIUM STERILE 34 TO 38 W/W
LKE14045011,OMEPRON,OMEPRAZOLE SODIUM,SERBUK INJEKSI,"DUS, 1 VIAL @ 40 MG + 1 AMPUL PELARUT @ 10 ML",DARYA-VARIA LABORATORIA TBK - Indonesia,DARYA-VARIA LABORATORIA TBK,Indonesia,2020-02-06,2025-02-06,Berlaku,Lisensi - Khusus Ekspor,Khusus Ekspor,Lokal/Lainnya,1,5.0,True,-484,['OMEPRAZOLE SODIUM'],1,OMEPRAZOLE SODIUM
DTL9716906637A1,OMETRIDRYL,DIPHENHYDRAMINE HYDROCHLORIDE. AMMONIUM CHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE,"SIRUP; 12,5 MG /125 MG /7,5 MG","DUS, 1 BOTOL 60 ML",MUTIARA MUKTI FARMA - Indonesia,MUTIARA MUKTI FARMA,Indonesia,2022-09-16,2027-09-16,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,5.0,False,468,['DIPHENHYDRAMINE HYDROCHLORIDE. AMMONIUM CHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE'],1,DIPHENHYDRAMINE HYDROCHLORIDE. AMMONIUM CHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE
DKL1133525544A1,OMEVELL,OMEPRAZOLE SODIUM MONOHYDRATE,SERBUK INJEKSI,"DUS, 1 VIAL @ 40 MG + 1 AMPUL PELARUT @ 10 ML",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-09-01,2030-08-23,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1540,['OMEPRAZOLE SODIUM MONOHYDRATE'],1,OMEPRAZOLE SODIUM MONOHYDRATE
DKL0433511103A1,OMEVELL,"OMEPRAZOLE PELLET 7,5 %",KAPSUL LEPAS TUNDA,"DUS, 3 STRIP @ 10 KAPSUL LEPAS TUNDA",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-07-04,2029-09-16,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.2,False,1199,"['OMEPRAZOLE PELLET 7,5 %']",1,"OMEPRAZOLE PELLET 7,5 %"
DKI2403800443A2,OMNIPAQUE,IOHEXOL,INJEKSI; 647 MG,"DUS, 10 BOTOL PLASTIK @ 100 ML ;; DUS, 10 BOTOL PLASTIK @ 50 ML",MENARINI INDRIA LABORATORIES - Indonesia,MENARINI INDRIA LABORATORIES,Indonesia,2024-06-27,2029-06-27,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1118,['IOHEXOL'],2,IOHEXOL
DKI2452800643A1,OMNISCAN,GADODIAMIDE,INJEKSI; 287 MG,"DUS, 10 VIAL @ 10 ML",MENARINI INDRIA LABORATORIES - Indonesia,MENARINI INDRIA LABORATORIES,Indonesia,2024-06-01,2029-06-01,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1092,['GADODIAMIDE'],1,GADODIAMIDE
DKL1134609444A1,OMZ,KOMBINASI-OMEPRAZOLE SODIUM MONOHYDRATE STERILE (LYOPHILIZED),SERBUK INJEKSI LIOFILISASI,"DUS, 1 VIAL @ 40 MG + 1 AMPUL PELARUT @ 10 ML",FERRON PAR PHARMACEUTICALS - Indonesia,FERRON PAR PHARMACEUTICALS,Indonesia,2025-10-24,2030-10-24,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1602,['OMEPRAZOLE SODIUM MONOHYDRATE STERILE (LYOPHILIZED)'],1,OMEPRAZOLE SODIUM MONOHYDRATE STERILE LYOPHILIZED
DKL1134609503A2,OMZ,KOMBINASI-OMEPRAZOLE PELLET 8. 5,KAPSUL LEPAS TUNDA; 240 MG,"DUS, 5 STRIP @ 6 KAPSUL LEPAS TUNDA",FERRON PAR PHARMACEUTICALS - Indonesia,FERRON PAR PHARMACEUTICALS,Indonesia,2023-11-20,2028-09-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.8,False,830,['OMEPRAZOLE PELLET 8. 5'],1,OMEPRAZOLE PELLET 8. 5
DKI2097300967A1,ONBREZ BREEZHALER,INDACATEROL MALEATE,SERBUK INHALER,"DUS, 3 BLISTER @ 10 KAPSUL + 1 INHALER",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2025-06-09,2030-06-09,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1465,['INDACATEROL MALEATE'],1,INDACATEROL MALEATE
DKI2068602044A1,ONCASPAR,PEGASPARGASE,SERBUK INJEKSI; 750 U,"DUS, 1 VIAL @ 3,750 UNITS",GENERO PHARMACEUTICALS - Indonesia,GENERO PHARMACEUTICALS,Indonesia,2022-11-02,2027-11-02,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,515,['PEGASPARGASE'],1,PEGASPARGASE
GKL2628921143A1,ONDANSETRON HYDROCHLORIDE DIHYDRATE,ONDANSETRON HYDROCHLORIDE DIHYDRATE,INJEKSI,"DUS, 5 AMPUL @ 2 ML",RAMA EMERALD MULTI SUKSES - Indonesia,RAMA EMERALD MULTI SUKSES,Indonesia,2026-05-02,2031-05-02,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1792,['ONDANSETRON HYDROCHLORIDE DIHYDRATE'],1,ONDANSETRON HYDROCHLORIDE DIHYDRATE
DKL1833534381B1,ONDAVELL 4 ODT,ONDANSETRON,ORALLY DISINTEGRATING TABLET,"DUS, 1 BLISTER @ 10 ORALLY DISINTEGRATING TABLET",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-09-04,2030-01-20,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.4,False,1325,['ONDANSETRON'],1,ONDANSETRON
DKI1735301217A1,ONGLYZA,SAXAGLIPTIN,TABLET SALUT SELAPUT; 5 MG,"DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT",ASTRAZENECA INDONESIA - Indonesia,ASTRAZENECA INDONESIA,Indonesia,2023-12-20,2028-12-20,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,929,['SAXAGLIPTIN'],1,SAXAGLIPTIN
DKI2544100249A1,OPDIVO,NIVOLUMAB,LARUTAN KONSENTRAT UNTUK INFUS,"DUS, 1 VIAL @ 120 MG",MECOSIN INDONESIA - Indonesia,MECOSIN INDONESIA,Indonesia,2025-12-10,2030-12-10,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1649,['NIVOLUMAB'],1,NIVOLUMAB
DKL2540001546A1,OPHTADEX,DEXAMETHASONE SODIUM PHOSPHATE | TOBRAMYCIN,TETES MATA,"DUS, 1 BOTOL PLASTIK @ 5 ML",ROHTO LABORATORIES INDONESIA - Indonesia,ROHTO LABORATORIES INDONESIA,Indonesia,2025-07-04,2030-07-04,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,5.0,False,1490,"['DEXAMETHASONE SODIUM PHOSPHATE', 'TOBRAMYCIN']",1,DEXAMETHASONE SODIUM PHOSPHATE | TOBRAMYCIN
DKL8318800201A1,OPIPHEN,THIAMPHENICOL,KAPSUL,"DUS, 10 STRIP @ 10 KAPSUL",OTTO PHARMACEUTICAL INDUSTRIES - Indonesia,OTTO PHARMACEUTICAL INDUSTRIES,Indonesia,2025-12-17,2030-12-17,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1656,['THIAMPHENICOL'],1,THIAMPHENICOL
DKL2018833409A1,OPISTERIL,THREONINE. TRYPTOPHAN. TYROSINE. HISTIDINE. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-PHENYLALANINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-HYDROXY METHIONINE CALCIUM. ALPHA-KETO-ISOLEUCIN CALCIUM. LYSINE ACETATE,KAPLET SALUT SELAPUT; 53 MG /23 MG /30 MG /38 MG /101 MG /68 MG /86 MG /59 MG /67 MG /105 MG,"DUS, 10 STRIP @ 10 KAPLET SALUT SELAPUT",OTTO PHARMACEUTICAL INDUSTRIES - Indonesia,OTTO PHARMACEUTICAL INDUSTRIES,Indonesia,2022-08-02,2027-08-02,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,423,['THREONINE. TRYPTOPHAN. TYROSINE. HISTIDINE. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-PHENYLALANINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-HYDROXY METHIONINE CALCIUM. ALPHA-KETO-ISOLEUCIN CALCIUM. LYSINE ACETATE'],1,THREONINE. TRYPTOPHAN. TYROSINE. HISTIDINE. ALPHA-KETO-LEUCINE CALCIUM. ALPHA-KETO-PHENYLALANINE CALCIUM. ALPHA-KETO-VALINE CALCIUM. ALPHA-HYDROXY METHIONINE CALCIUM. ALPHA-KETO-ISOLEUCIN CALCIUM. LYSINE ACETATE
DKL0322238346A1,OPTIBET,BETAXOLOL HYDROCHLORIDE,TETES MATA,"DUS, 1 BOTOL PLASTIK TETES @ 5 ML ;; DUS, 1 BOTOL PLASTIK @ 5 ML",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2025-09-07,2030-01-26,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.4,False,1331,['BETAXOLOL HYDROCHLORIDE'],2,BETAXOLOL HYDROCHLORIDE
