Nomor Registrasi,Nama Produk,Komposisi,Bentuk Sediaan,Kemasan,Pendaftar,Perusahaan,Negara_Asal,Tanggal Terbit,Masa Berlaku s/d,Status,Kategori_Obat,Golongan_Obat,Asal_Obat,Jumlah_Zat_Aktif,Durasi_Registrasi_Tahun,Sudah_Kedaluwarsa,Sisa_Hari_Berlaku,List_Zat_Aktif,Jumlah_Varian_Kemasan,Komposisi_Normalized
DKL1333529443A1,BONEVELL,IBANDRONIC SODIUM MONOHYDRATE,INJEKSI,"DUS, 1 VIAL @ 6 ML",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-07-22,2030-02-20,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.6,False,1356,['IBANDRONIC SODIUM MONOHYDRATE'],1,IBANDRONIC SODIUM MONOHYDRATE
DKL2124231163A1,BOOST D 5000,KOMBINASI-DRY VITAMIN D3 100 CWS,TABLET KUNYAH,"DUS, 3 STRIP @ 10 TABLET KUNYAH",SOHO INDUSTRI PHARMASI - Indonesia,SOHO INDUSTRI PHARMASI,Indonesia,2022-03-10,2027-03-10,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,278,['DRY VITAMIN D3 100 CWS'],1,DRY VITAMIN D3 100 CWS
DKI2176703143A1,BOOSTRIX,DIPHTERIA TOXOID | FILAMENTOUS HAEMAGGLUTININ | PERTACTIN | PERTUSSIS TOXOID | TETANUS TOXOID,SUSPENSI INJEKSI,"DUS, 1 PREFILLED SYRINGE @ 0,5 ML (1 DOSIS) ;; DUS, 1 PREFILLED SYRINGE @ 0,5 ML (1 DOSIS) + 2 JARUM",GLAXO WELLCOME INDONESIA - Indonesia,GLAXO WELLCOME INDONESIA,Indonesia,2026-04-17,2026-12-31,Berlaku,Obat Keras - Impor,Obat Keras,Impor,5,0.7,False,209,"['DIPHTERIA TOXOID', 'FILAMENTOUS HAEMAGGLUTININ', 'PERTACTIN', 'PERTUSSIS TOXOID', 'TETANUS TOXOID']",2,DIPHTERIA TOXOID | FILAMENTOUS HAEMAGGLUTININ | PERTACTIN | PERTUSSIS TOXOID | TETANUS TOXOID
DKI1935401044A1,BORMIB,BORTEZOMIB (AS MONOMERIC),SERBUK INJEKSI LIOFILISASI; 3.5 MG,"DUS, 1 VIAL @ 3,5 MG",MERSIFARMA TIRMAKU MERCUSANA - Indonesia,MERSIFARMA TIRMAKU MERCUSANA,Indonesia,2019-12-25,2024-12-25,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,True,-527,['BORTEZOMIB (AS MONOMERIC)'],1,BORTEZOMIB AS MONOMERIC
DKL7225102553A1,BORRAGINOL-S,BENZOCAINE | CETRIMIDE | LIDOCAINE | LITHOSPERMI RADIX EXTRACT | PREDNISOLONE,SUPPOSITORIA,"DUS, 2 STRIP @ 5 SUPPOSITORIA",TAKEDA INDONESIA - Indonesia,TAKEDA INDONESIA,Indonesia,2025-01-16,2030-01-16,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,5,5.0,False,1321,"['BENZOCAINE', 'CETRIMIDE', 'LIDOCAINE', 'LITHOSPERMI RADIX EXTRACT', 'PREDNISOLONE']",1,BENZOCAINE | CETRIMIDE | LIDOCAINE | LITHOSPERMI RADIX EXTRACT | PREDNISOLONE
GKL2543902044B1,BORTEZOMIB,BORTEZOMIB,SERBUK INJEKSI LIOFILISASI,"DUS, 1 VIAL @ 1 MG",CKD OTTO Pharmaceuticals - Indonesia,CKD OTTO Pharmaceuticals,Indonesia,2025-12-28,2030-12-28,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1667,['BORTEZOMIB'],1,BORTEZOMIB
DKI1618600917A1,BRACER,ANASTROZOLE,TABLET SALUT SELAPUT,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",FERRON PAR PHARMACEUTICALS - Indonesia,FERRON PAR PHARMACEUTICALS,Indonesia,2026-04-16,2030-03-31,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,4.0,False,1395,['ANASTROZOLE'],1,ANASTROZOLE
DKL9822225146A1,BRALIFEX PLUS,DEXAMETHASONE | TOBRAMYCIN,TETES MATA,"DUS, 1 BOTOL PLASTIK TETES @ 5 ML ;; DUS, 1 BOTOL PLASTIK @ 5 ML",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2025-08-04,2029-10-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,4.2,False,1225,"['DEXAMETHASONE', 'TOBRAMYCIN']",2,DEXAMETHASONE | TOBRAMYCIN
DKL2206321646A1,BRATOCINE,TOBRAMYCIN,TETES MATA,"DUS, 1 BOTOL PLASTIK @ 5 ML",ERLANGGA EDI LABORATORIES (ERELA) - Indonesia,ERLANGGA EDI LABORATORIES (ERELA),Indonesia,2026-03-31,2031-03-31,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1760,['TOBRAMYCIN'],1,TOBRAMYCIN
DKI2618606117A1,BREXIZOL,BREXPIPRAZOLE,TABLET SALUT SELAPUT,"DUS, 1 BLISTER @ 10 TABLET SALUT SELAPUT",AMAROX PHARMA GLOBAL - Indonesia,AMAROX PHARMA GLOBAL,Indonesia,2026-04-13,2031-04-13,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1773,['BREXPIPRAZOLE'],1,BREXPIPRAZOLE
DKI2563501843A1,BRIDION,SUGAMMADEX,INJEKSI,"DUS, 10 VIAL @ 2 ML",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2025-10-23,2030-01-16,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,4.2,False,1321,['SUGAMMADEX'],1,SUGAMMADEX
DKI2499900936A1,BRINTELLIX,VORTIOXETINE DL-LACTATE,"DROPS; 26,040 MG","DUS, 1 BOTOL @ 15 ML",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2024-11-11,2029-11-11,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1255,['VORTIOXETINE DL-LACTATE'],1,VORTIOXETINE DL-LACTATE
DKL2540409630A1,BRION,CINCHOCAINE HYDROCHLORIDE | POLICRESULEN,SALEP,"DUS, 1 TUBE @ 20 GRAM",PRIMA MEDIKA LABORATORIES - Indonesia,PRIMA MEDIKA LABORATORIES,Indonesia,2025-12-30,2030-12-30,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,5.0,False,1669,"['CINCHOCAINE HYDROCHLORIDE', 'POLICRESULEN']",1,CINCHOCAINE HYDROCHLORIDE | POLICRESULEN
DTL9809208904A1,BROCHIFAR,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | PARACETAMOL | PHENYLPROPANOLAMINE HYDROCHLORIDE,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",IFARS PHARMACEUTICAL LABORATORIES - Indonesia,IFARS PHARMACEUTICAL LABORATORIES,Indonesia,2026-01-23,2031-01-23,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,4,5.0,False,1693,"['CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'PARACETAMOL', 'PHENYLPROPANOLAMINE HYDROCHLORIDE']",1,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | PARACETAMOL | PHENYLPROPANOLAMINE HYDROCHLORIDE
DTL1818217737A1,BRONCHITIN EXPECTORANT,GUAIFENESIN | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML",NUFARINDO - Indonesia,NUFARINDO,Indonesia,2025-08-27,2030-08-26,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,3,5.0,False,1543,"['GUAIFENESIN', 'PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE']",1,GUAIFENESIN | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE
DKI1110300201B1,BRONCHO VAXOM ADULTS,KOMBINASI-BACTERIAL LYSATES,KAPSUL; 7 MG,"DUS, 1 BLISTER @ 10 KAPSUL",ACTAVIS INDONESIA - Indonesia,ACTAVIS INDONESIA,Indonesia,2021-03-28,2026-03-28,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,True,-69,['BACTERIAL LYSATES'],1,BACTERIAL LYSATES
DTL2006420937A1,BRONKAF,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE,SIRUP,"DUS, 1 BOTOL @ 60 ML",ERLIMPEX - Indonesia,ERLIMPEX,Indonesia,2026-04-20,2031-04-20,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,2,5.0,False,1780,"['CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE']",1,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE
DTL7603601737A1,BRONTUSIN,CHLORPHENAMINE MALEATE | GUAIFENESIN | PARACETAMOL,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML",CANDRA NUSANTARA JAYA - Indonesia,CANDRA NUSANTARA JAYA,Indonesia,2026-04-27,2031-04-27,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,3,5.0,False,1787,"['CHLORPHENAMINE MALEATE', 'GUAIFENESIN', 'PARACETAMOL']",1,CHLORPHENAMINE MALEATE | GUAIFENESIN | PARACETAMOL
DKL2033550810A1,BROSCON,BROMOCRIPTINE MESILATE,TABLET,"DUS, 3 STRIP @ 10 TABLET",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-03-19,2030-03-19,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1383,['BROMOCRIPTINE MESILATE'],1,BROMOCRIPTINE MESILATE
DKI2468000201A1,BRUKINSA,ZANUBRUTINIB,KAPSUL,"DUS, 1 BOTOL @ 120 KAPSUL",ETANA BIOTECHNOLOGIES INDONESIA - Indonesia,ETANA BIOTECHNOLOGIES INDONESIA,Indonesia,2025-12-31,2029-09-20,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,3.7,False,1203,['ZANUBRUTINIB'],1,ZANUBRUTINIB
DKI1450301042A2,BSS,SODIUM CHLORIDE. POTASSIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM ACETATE TRIHYDRATE. SODIUM CITRATE DIHYDRATE,"CAIRAN IRIGASI STERIL; 6,4 MG /0,75 MG /0,48 MG /0,3 MG /3,9 MG /1,7 MG",KANTUNG PLASTIK @ 500 ML,OTTO PHARMACEUTICAL INDUSTRIES - Indonesia,OTTO PHARMACEUTICAL INDUSTRIES,Indonesia,2024-03-12,2028-12-31,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,4.8,False,940,['SODIUM CHLORIDE. POTASSIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM ACETATE TRIHYDRATE. SODIUM CITRATE DIHYDRATE'],1,SODIUM CHLORIDE. POTASSIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM ACETATE TRIHYDRATE. SODIUM CITRATE DIHYDRATE
DKL0402335643A1,BUCAIN SPINAL HEAVY,BUPIVACAINE HYDROCHLORIDE MONOHYDRATE | DEXTROSE ANHYDRATE,INJEKSI,"DUS, 1 BLISTER @ 5 AMPUL @ 4 ML ;; DUS, 5  AMPUL @ 4 ML",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2025-10-31,2030-09-17,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,4.9,False,1565,"['BUPIVACAINE HYDROCHLORIDE MONOHYDRATE', 'DEXTROSE ANHYDRATE']",2,BUPIVACAINE HYDROCHLORIDE MONOHYDRATE | DEXTROSE ANHYDRATE
DKL0600914704A1,BUFACARYL,DEXCHLORPHENIRAMINE MALEATE. DEXAMETHASONE,"KAPLET; 2 MG /0,5 MG","DUS, 10 STRIP @ 10 KAPLET",BUFA ANEKA - Indonesia,BUFA ANEKA,Indonesia,2024-08-23,2029-06-04,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.8,False,1095,['DEXCHLORPHENIRAMINE MALEATE. DEXAMETHASONE'],1,DEXCHLORPHENIRAMINE MALEATE. DEXAMETHASONE
DKL7200914829A1,BUFACORT - N,NEOMYCIN SULFATE. HYDROCORTISONE ACETATE,KRIM; 5 MG /10 MG,"DUS, 1 TUBE @ 5 G",BUFA ANEKA - Indonesia,BUFA ANEKA,Indonesia,2024-09-20,2029-03-21,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.5,False,1020,['NEOMYCIN SULFATE. HYDROCORTISONE ACETATE'],1,NEOMYCIN SULFATE. HYDROCORTISONE ACETATE
DTL7600914237A1,BUFAGAN EXPECTORANT,AMMONIUM CHLORIDE | PROMETHAZINE HYDROCHLORIDE | PSEUDOEPHEDRINE HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL @ 60 ML",BUFA ANEKA - Indonesia,BUFA ANEKA,Indonesia,2025-04-14,2030-04-14,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,3,5.0,False,1409,"['AMMONIUM CHLORIDE', 'PROMETHAZINE HYDROCHLORIDE', 'PSEUDOEPHEDRINE HYDROCHLORIDE']",1,AMMONIUM CHLORIDE | PROMETHAZINE HYDROCHLORIDE | PSEUDOEPHEDRINE HYDROCHLORIDE
DKL2500917703A1,BUFAZOL,KOMBINASI-OMEPRAZOLE ENTERIC COATED 8.5,KAPSUL LEPAS TUNDA,"DUS, 3 STRIP @ 10 KAPSUL LEPAS TUNDA",BUFA ANEKA - Indonesia,BUFA ANEKA,Indonesia,2025-06-29,2030-05-14,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.9,False,1439,['OMEPRAZOLE ENTERIC COATED 8.5'],1,OMEPRAZOLE ENTERIC COATED 8.5
DKI2265200111A1,BUFFERED BINOSTO,ALENDRONATE SODIUM TRIHYDRATE,"TABLET EFFERVESCENT; 91,37 MG","DUS, 2 STRIP @ 2 TABLET EFFERVESCENT ;; BOX, 2 STRIP @ 2 TABLET EFFERVESCENT",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2024-03-01,2029-03-01,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1000,['ALENDRONATE SODIUM TRIHYDRATE'],2,ALENDRONATE SODIUM TRIHYDRATE
DKL1231532643A1,"BUNASCAN 0,5%",BUPIVACAINE HYDROCHLORIDE MONOHYDRATE,INJEKSI,"DUS, 5 AMPUL @ 20 ML",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2025-11-27,2030-11-27,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1636,['BUPIVACAINE HYDROCHLORIDE MONOHYDRATE'],1,BUPIVACAINE HYDROCHLORIDE MONOHYDRATE
DKL0531525343A1,"BUNASCAN SPINAL 0,5 % HEAVY",BUPIVACAINE HYDROCHLORIDE MONOHYDRATE. DEXTROSE MONOHYDRATE,"INJEKSI; 5,277 MG /80 MG","DUS, 5 AMPUL @ 4 ML",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2022-02-21,2027-02-21,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,261,['BUPIVACAINE HYDROCHLORIDE MONOHYDRATE. DEXTROSE MONOHYDRATE'],1,BUPIVACAINE HYDROCHLORIDE MONOHYDRATE. DEXTROSE MONOHYDRATE
DKL2240815843A1,BUPION SPINAL HEAVY,BUPIVACAINE HYDROCHLORIDE MONOHYDRATE. DEXTROSE ANHYDRATE,"INJEKSI; 5,28 MG /80 MG","DUS, 5 AMPUL @ 4 ML",INFION - Indonesia,INFION,Indonesia,2022-05-24,2027-05-24,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,353,['BUPIVACAINE HYDROCHLORIDE MONOHYDRATE. DEXTROSE ANHYDRATE'],1,BUPIVACAINE HYDROCHLORIDE MONOHYDRATE. DEXTROSE ANHYDRATE
GKL2015721243A1,BUPIVACAINE HCL MONOHYDRATE SPINAL HEAVY,BUPIVACAINE HYDROCHLORIDE MONOHYDRATE | DEXTROSE MONOHYDRATE,INJEKSI,"DUS, 5 AMPUL @ 4 ML",ETERCON PHARMA - Indonesia,ETERCON PHARMA,Indonesia,2025-08-13,2030-07-27,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,2,5.0,False,1513,"['BUPIVACAINE HYDROCHLORIDE MONOHYDRATE', 'DEXTROSE MONOHYDRATE']",1,BUPIVACAINE HYDROCHLORIDE MONOHYDRATE | DEXTROSE MONOHYDRATE
DKL2506423029A1,BURNADERM,SULFADIAZINE SILVER,KRIM,"DUS, 1 TUBE @ 20 GRAM",ERLIMPEX - Indonesia,ERLIMPEX,Indonesia,2025-10-15,2030-10-15,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1593,['SULFADIAZINE SILVER'],1,SULFADIAZINE SILVER
DKI1905000743A1,BUSULFEX,BUSULFAN,INJEKSI; 6 MG,"DUS, 1 VIAL @ 10 ML ;; DUS, 8 DUS @ 1 VIAL @ 10 ML (BULK)",OTSUKA INDONESIA - Indonesia,OTSUKA INDONESIA,Indonesia,2024-03-01,2029-03-01,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1000,['BUSULFAN'],2,BUSULFAN
DPI2615000244A1,BYFAVO,REMIMAZOLAM BESYLATE,SERBUK INJEKSI LIOFILISASI,"DUS, 5 VIAL @ 20 MG",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2026-03-18,2031-03-18,Berlaku,Psikotropika - Impor,Psikotropika,Impor,1,5.0,False,1747,['REMIMAZOLAM BESYLATE'],1,REMIMAZOLAM BESYLATE
DKI1258501317A1,CADUET,ATORVASTATIN CALCIUM. AMLODIPINE BESILATE,TABLET SALUT SELAPUT; 10.85 MG /6.94 MG,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",PFIZER INDONESIA - Indonesia,PFIZER INDONESIA,Indonesia,2021-07-22,2026-07-22,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,47,['ATORVASTATIN CALCIUM. AMLODIPINE BESILATE'],1,ATORVASTATIN CALCIUM. AMLODIPINE BESILATE
DKI2558502117A1,CADUET,AMLODIPINE BESILATE | ATORVASTATIN CALCIUM,TABLET SALUT SELAPUT,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",PFIZER INDONESIA - Indonesia,PFIZER INDONESIA,Indonesia,2025-09-29,2030-09-29,Berlaku,Obat Keras - Impor,Obat Keras,Impor,2,5.0,False,1577,"['AMLODIPINE BESILATE', 'ATORVASTATIN CALCIUM']",1,AMLODIPINE BESILATE | ATORVASTATIN CALCIUM
DTL8327800641A1,CALADINE,CALAMINE | DIPHENHYDRAMINE HYDROCHLORIDE | ZINC OXIDE,CAIRAN OBAT LUAR,BOTOL PLASTIK @ 60 ML ;; BOTOL PLASTIK @ 95 ML,GALENIUM PHARMASIA LABORATORIES - Indonesia,GALENIUM PHARMASIA LABORATORIES,Indonesia,2025-06-25,2030-06-25,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,3,5.0,False,1481,"['CALAMINE', 'DIPHENHYDRAMINE HYDROCHLORIDE', 'ZINC OXIDE']",2,CALAMINE | DIPHENHYDRAMINE HYDROCHLORIDE | ZINC OXIDE
DKI2443401717A1,CALCET 30,CINACALCET HYDROCHLORIDE,"TABLET SALUT SELAPUT; 33,06 MG","DUS, 2 BLISTER @ 15 TABLET SALUT SELAPUT",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2024-10-23,2029-10-23,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1236,['CINACALCET HYDROCHLORIDE'],1,CINACALCET HYDROCHLORIDE
GKL1902506823A1,CALCIUM POLYSTYRENE SULFONATE,CALCIUM POLYSTYRENE SULFONATE,SERBUK,"DUS, 20 SACHET @ 5 G",DIPA PHARMALAB INTERSAINS - Indonesia,DIPA PHARMALAB INTERSAINS,Indonesia,2024-12-12,2029-12-06,Berlaku,Obat Generik Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,False,1280,[],1,CALCIUM POLYSTYRENE SULFONATE
DBL0831528141A1,CALLUSOL,LACTIC ACID | LAUROMACROGOLUM 400 | SALICYLIC ACID,CAIRAN OBAT LUAR,"DUS, 1 BOTOL @ 10 ML",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2025-02-17,2030-02-17,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,3,5.0,False,1353,"['LACTIC ACID', 'LAUROMACROGOLUM 400', 'SALICYLIC ACID']",1,LACTIC ACID | LAUROMACROGOLUM 400 | SALICYLIC ACID
DTL7813020337A1,CALOREX,PARACETAMOL. CHLORPHENAMINE MALEATE. GUAIFENESIN. PHENYLPROPANOLAMINE HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML",KONIMEX - Indonesia,KONIMEX,Indonesia,2024-09-10,2029-08-23,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,0,5.0,False,1175,[],1,PARACETAMOL. CHLORPHENAMINE MALEATE. GUAIFENESIN. PHENYLPROPANOLAMINE HYDROCHLORIDE
DTL1928918404A1,CALORTUSIN PE,PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLEPHRINE HYDROCHLORIDE,"KAPLET; 500,00 MG /12,00 MG /10,00 MG","DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",RAMA EMERALD MULTI SUKSES - Indonesia,RAMA EMERALD MULTI SUKSES,Indonesia,2023-02-10,2028-02-10,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,5.0,False,615,['PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLEPHRINE HYDROCHLORIDE'],1,PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLEPHRINE HYDROCHLORIDE
DKI2151304101A1,CALQUENCE,ACALABRUTINIB,KAPSUL,"DUS, 7 BLISTER  @ 8 KAPSUL",ASTRAZENECA INDONESIA - Indonesia,ASTRAZENECA INDONESIA,Indonesia,2026-03-18,2031-03-18,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1747,['ACALABRUTINIB'],1,ACALABRUTINIB
DKL1906719443A1,CALSEMI,CALCIUM GLUCONATE MONOHYDRATE,INJEKSI; 98.97 mg,"DUS, 10 AMPUL @ 10 ML",ETHICA INDUSTRI FARMASI (SITE JABABEKA) - Indonesia,ETHICA INDUSTRI FARMASI (SITE JABABEKA),Indonesia,2024-09-12,2029-08-29,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1181,['CALCIUM GLUCONATE MONOHYDRATE'],1,CALCIUM GLUCONATE MONOHYDRATE
DKI2484401217A1,CALUTAMI 50,BICALUTAMIDE,TABLET SALUT SELAPUT,"DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT",CKD OTTO Pharmaceuticals - Indonesia,CKD OTTO Pharmaceuticals,Indonesia,2026-03-29,2031-03-29,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,1758,['BICALUTAMIDE'],1,BICALUTAMIDE
LKE22252004,CANAGLU,CANAGLIFLOZIN HYDRATE,TABLET SALUT SELAPUT; 102 MG,"DUS, 1 POUCH @ 10 BLISTERS @ 10 TABLET SALUT SELAPUT ;; DRUM @ 100.000 TABLET SALUT SELAPUT (BULK)",MITSUBISHI TANABE PHARMA INDONESIA - Indonesia,MITSUBISHI TANABE PHARMA INDONESIA,Indonesia,2022-10-23,2027-10-23,Berlaku (Khusus Ekspor),Lisensi - Khusus Ekspor,Khusus Ekspor,Lokal/Lainnya,1,5.0,False,505,['CANAGLIFLOZIN HYDRATE'],2,CANAGLIFLOZIN HYDRATE
DTL1202008629A1,CANESTEN,CLOTRIMAZOLE,KRIM,"DUS, 1 TUBE @ 10 G ;; DUS, 1 TUBE @ 5 G ;; DUS, TUBE @ 5 G ;; DUS, TUBE @ 10 G",BAYER INDONESIA - Indonesia,BAYER INDONESIA,Indonesia,2026-05-02,2031-05-02,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,1,5.0,False,1792,['CLOTRIMAZOLE'],4,CLOTRIMAZOLE
DTL8502000629A1,CANESTEN PRO,BIFONAZOLE,KRIM,"DUS, 1 TUBE @ 15 G ;; DUS, 1 TUBE @ 5 G",BAYER INDONESIA - Indonesia,BAYER INDONESIA,Indonesia,2024-12-02,2029-12-02,Berlaku,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,Lokal/Lainnya,0,5.0,False,1276,[],2,BIFONAZOLE
DKI1952400142D1,CAPD/DPCA 17 STAY SAFE LINK,MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM LACTATE. DEXTROSE MONOHYDRATE. SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE,CAIRAN STERIL; 0.2034 g /7.85 G /33.0 G /11.572 G /0.3676 G,"BOX, 6 PLASTIC BAGS @ 2 BAGS (2 L CAPD/DPCA SOLUTION BAG + DRAINAGE BAG)",COMBIPHAR - Indonesia,COMBIPHAR,Indonesia,2019-05-20,2024-05-20,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,True,-746,['MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM LACTATE. DEXTROSE MONOHYDRATE. SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE'],1,MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM LACTATE. DEXTROSE MONOHYDRATE. SODIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE
DKI2252400342B1,CAPD/DPCA 18 STAY SAFE LINK,MAGNESIUM CHLORIDE HEXAHYDRATE. CALCIUM CHLORIDE DIHYDRATE. DEXTROSE MONOHYDRATE. SODIUM LACTATE. SODIUM CHLORIDE,"CAIRAN STERIL; 0,2034 G /0,3676 g /93,50  G /7,85 G /11,572 G","BOX, 6 PLASTIC  BAGS @ 2 BAGS ( 2L CAPD/DPCA SOLUTION BAG + DRAINAGE BAG)",FRESENIUS KABI COMBIPHAR - Indonesia,FRESENIUS KABI COMBIPHAR,Indonesia,2022-11-01,2027-11-01,Berlaku,Obat Keras - Impor,Obat Keras,Impor,1,5.0,False,514,['MAGNESIUM CHLORIDE HEXAHYDRATE. CALCIUM CHLORIDE DIHYDRATE. DEXTROSE MONOHYDRATE. SODIUM LACTATE. SODIUM CHLORIDE'],1,MAGNESIUM CHLORIDE HEXAHYDRATE. CALCIUM CHLORIDE DIHYDRATE. DEXTROSE MONOHYDRATE. SODIUM LACTATE. SODIUM CHLORIDE
